model,fold,case,region,gt_voxels,pred_voxels,mask_status,hd95_status,hd95_mm
SegMamba_150epochs,4,BraTS20_Training_248.nii.gz,WT,87193,,both_nonempty,finite,3.0
SegMamba_150epochs,4,BraTS20_Training_248.nii.gz,TC,65926,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_248.nii.gz,ET,36345,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_249.nii.gz,WT,58817,,both_nonempty,finite,7.0
SegMamba_150epochs,4,BraTS20_Training_249.nii.gz,TC,21750,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,4,BraTS20_Training_249.nii.gz,ET,20160,,both_nonempty,finite,1.8392304845412288
SegMamba_150epochs,4,BraTS20_Training_252.nii.gz,WT,204242,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_252.nii.gz,TC,73458,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,4,BraTS20_Training_252.nii.gz,ET,44531,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_253.nii.gz,WT,43881,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_253.nii.gz,TC,26393,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_253.nii.gz,ET,14699,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,4,BraTS20_Training_258.nii.gz,WT,122734,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_258.nii.gz,TC,63849,,both_nonempty,finite,2.0
SegMamba_150epochs,4,BraTS20_Training_258.nii.gz,ET,26259,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_262.nii.gz,WT,64107,,both_nonempty,finite,3.4641016151377544
SegMamba_150epochs,4,BraTS20_Training_262.nii.gz,TC,5522,,both_nonempty,finite,41.91479379789309
SegMamba_150epochs,4,BraTS20_Training_262.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,4,BraTS20_Training_264.nii.gz,WT,25624,,both_nonempty,finite,4.0
SegMamba_150epochs,4,BraTS20_Training_264.nii.gz,TC,16887,,both_nonempty,finite,4.58257569495584
SegMamba_150epochs,4,BraTS20_Training_264.nii.gz,ET,0,,both_empty,nan,
SegMamba_150epochs,4,BraTS20_Training_268.nii.gz,WT,18890,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,4,BraTS20_Training_268.nii.gz,TC,9329,,both_nonempty,finite,5.0
SegMamba_150epochs,4,BraTS20_Training_268.nii.gz,ET,0,,both_empty,nan,
SegMamba_150epochs,4,BraTS20_Training_279.nii.gz,WT,162703,,both_nonempty,finite,3.3166247903554
SegMamba_150epochs,4,BraTS20_Training_279.nii.gz,TC,135025,,both_nonempty,finite,9.16515138991168
SegMamba_150epochs,4,BraTS20_Training_279.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,4,BraTS20_Training_280.nii.gz,WT,39237,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_280.nii.gz,TC,826,,both_nonempty,finite,18.439088914585774
SegMamba_150epochs,4,BraTS20_Training_280.nii.gz,ET,691,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,4,BraTS20_Training_286.nii.gz,WT,23844,,both_nonempty,finite,4.69041575982343
SegMamba_150epochs,4,BraTS20_Training_286.nii.gz,TC,21004,,both_nonempty,finite,5.744562646538029
SegMamba_150epochs,4,BraTS20_Training_286.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,4,BraTS20_Training_288.nii.gz,WT,77001,,both_nonempty,finite,5.0
SegMamba_150epochs,4,BraTS20_Training_288.nii.gz,TC,37156,,both_nonempty,finite,7.211102550927978
SegMamba_150epochs,4,BraTS20_Training_288.nii.gz,ET,18283,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_295.nii.gz,WT,25293,,both_nonempty,finite,2.0
SegMamba_150epochs,4,BraTS20_Training_295.nii.gz,TC,10768,,both_nonempty,finite,3.0
SegMamba_150epochs,4,BraTS20_Training_295.nii.gz,ET,518,,both_nonempty,finite,16.792855623746664
SegMamba_150epochs,4,BraTS20_Training_298.nii.gz,WT,45690,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,4,BraTS20_Training_298.nii.gz,TC,14507,,both_nonempty,finite,12.041594578792296
SegMamba_150epochs,4,BraTS20_Training_298.nii.gz,ET,94,,gt_nonempty_pred_empty,inf,
SegMamba_150epochs,4,BraTS20_Training_303.nii.gz,WT,35851,,both_nonempty,finite,6.782329983125268
SegMamba_150epochs,4,BraTS20_Training_303.nii.gz,TC,25198,,both_nonempty,finite,16.0312195418814
SegMamba_150epochs,4,BraTS20_Training_303.nii.gz,ET,1324,,both_nonempty,finite,9.818158184403408
SegMamba_150epochs,4,BraTS20_Training_310.nii.gz,WT,175367,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,4,BraTS20_Training_310.nii.gz,TC,93990,,both_nonempty,finite,5.0
SegMamba_150epochs,4,BraTS20_Training_310.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,4,BraTS20_Training_316.nii.gz,WT,231951,,both_nonempty,finite,5.196152422706632
SegMamba_150epochs,4,BraTS20_Training_316.nii.gz,TC,92934,,both_nonempty,finite,14.422205101855956
SegMamba_150epochs,4,BraTS20_Training_316.nii.gz,ET,1585,,both_nonempty,finite,11.224972160321824
SegMamba_150epochs,4,BraTS20_Training_324.nii.gz,WT,68293,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,4,BraTS20_Training_324.nii.gz,TC,50291,,both_nonempty,finite,24.267261109717257
SegMamba_150epochs,4,BraTS20_Training_324.nii.gz,ET,0,,both_empty,nan,
SegMamba_150epochs,4,BraTS20_Training_330.nii.gz,WT,53625,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_330.nii.gz,TC,32724,,both_nonempty,finite,8.48528137423857
SegMamba_150epochs,4,BraTS20_Training_330.nii.gz,ET,0,,gt_empty_pred_nonempty,inf,
SegMamba_150epochs,4,BraTS20_Training_332.nii.gz,WT,56445,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_332.nii.gz,TC,2366,,both_nonempty,finite,16.278820596099706
SegMamba_150epochs,4,BraTS20_Training_332.nii.gz,ET,1929,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_349.nii.gz,WT,173793,,both_nonempty,finite,1.7320508075688772
SegMamba_150epochs,4,BraTS20_Training_349.nii.gz,TC,107080,,both_nonempty,finite,2.23606797749979
SegMamba_150epochs,4,BraTS20_Training_349.nii.gz,ET,58809,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_358.nii.gz,WT,107935,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_358.nii.gz,TC,15643,,both_nonempty,finite,2.8284271247461903
SegMamba_150epochs,4,BraTS20_Training_358.nii.gz,ET,12469,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_365.nii.gz,WT,147861,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_365.nii.gz,TC,63842,,both_nonempty,finite,1.4142135623730951
SegMamba_150epochs,4,BraTS20_Training_365.nii.gz,ET,31532,,both_nonempty,finite,1.0
SegMamba_150epochs,4,BraTS20_Training_366.nii.gz,WT,46230,,both_nonempty,finite,2.0
SegMamba_150epochs,4,BraTS20_Training_366.nii.gz,TC,23663,,both_nonempty,finite,4.0
SegMamba_150epochs,4,BraTS20_Training_366.nii.gz,ET,19747,,both_nonempty,finite,2.449489742783178
